onca,caseiro,notícia,comment_text
2,1,1,"A questão aqui não se trata do valor do animal selvagem em relação ao ser humano, mas sim do conflito humano entre comoção e consciência. Nós humanos sentimos muito pela perda trágica de nossos semelhantes, porém, como seres racionais, devemos ser mais conscientes do que emotivos na tomada de nossas decisões e nas visões de justiça sobre a natureza. O animal caça outros por necessidade, sem consciência de código moral ou ético — essa é sua natureza e por isso não dividimos o mesmo espaço. Abater o animal não traz de volta quem ele matou e tampouco traz justiça, uma vez que o animal age por instinto, não pelo conceito humano de maldade. As pessoas defendem essa lógica porque é fundamentada na manutenção natural dos ecossistemas, que por consequência mantém o equilíbrio necessário para a estabilidade de nossas sociedades, e não porque o animal supostamente valeria mais que o ser humano."
1,0,1,Verdade é:<br>Veio alimentava a Onça.
1,1,1,"Houve um caso aqui na Amazônia, próximo a Santarém, Pa,  uma avião caiu na mata com 3 pessoas a bordo. Quando encontraram os corpos , estavam com indícios de terem sido comidos por onça."
0,1,1,O homem acaba com tudo 😅eos idiotas beta dizendo k somos presas fácil 😅😅😅
1,1,1,Não deixam o Richard falar...
1,1,1,"Onça ataca por trás e com uma única mordida no crânio, vc acha que vai conseguir sacar e usar um spray? No mínimo vc tem que usar uma faca afiada pra ter uma pequena chance."
1,1,1,"Nãããã onça não ataca ninguém não, essa devia ser uma anomalia daquele do filme Matrix"
1,1,1,"Moro no meio da Floresta Amazônica, vim a trabalho, o que posso dizer é que toda vez que sinto cheiro de onça eu tranco o butão. KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK      Inclusive daqui a meia hora estou indo pra mais uma trilha."
1,1,1,"Os humanos sempre viveram caçando a megafauna. Essa ideia do ser humano como sendo um animal frágil é falsa, sempre fomos terríveis, não devido unhas e dentes, mas devido nossas lanças, armadilhas e fogo. E hoje temos tapados achando que devemos viver nos alimentando só de plantas 😂"
1,1,1,O assunto do vídeo não era violência urbana. O biólogo devia se concentrar no tema central.
1,1,1,"Esse Henrique é biólogo de video, kkkk nunca vi video dele no mato , kkkkk"
1,1,1,"​@@Senhormeupastornadafaltará-q4k também pensei isso, é importante uma experiência prática."
1,1,1,Porque Leandro  não participou!?
1,1,1,"Como assim dois caras na moto no Rio é mais perigoso 🤷🏾‍♂️ vcs sempre tem que optar pelo RJ como exemplo ruim...Mano, que parada chata, deixa a gente fora desses exemplos..."
0,1,1,"Não se trata do &quot;sabor&quot; da carne, mas a onça aprende que é muito mais facil de predar um ser humano, que uma presa natural.."
1,1,1,"Acabe com a água doce e aguas parados, aí n terá nenhum lugar para eles colocarem filhotes"
1,1,1,"Deixa eu adivinhar, você acordou do sonho!!"
1,1,2,Showw 2 lendas.
1,1,1,"O tatu gigante ou canastra talvez ainda existe algum aqui pelos lados da serra da Canastra, até pouco tempo perto de Uberaba  existia alguns"
1,1,1,​@@Welbiogrita bastante ai cachorra...
1,1,1,Posso afirmar pra vcs que a onça que matou o Jorginho já foi abatida e faz tempo. Essa aí foi só pra acalmar a imprensa
1,1,1,Ela atacou a equipe de buscas e fugiu após disparos de alerta (pelo menos foi divulgado assim)
1,1,1,"cara ficou quieto o corte todo e quando fala , n pode falar  ? tá ali pra q caralho. Cara é professor tem q falar. Richard tem de monte de conteúdo dele, Henrique quase n aparece em lugar nenhum"
1,1,1,sim nao é ela é minha tia e ta livre e solta ainda
1,1,1,Esses dois são os mais feras!
1,1,1,"Richard tem vida prática, dentro do mato msm"
1,1,0,"Vilela vc é um pe no saco. Nao surpreende com suas perguntas, analises, senso critico. Só repete o óbvio e faz o retórico. Suas perguntas e analises sao intediantes...   &quot;Inteligência&quot; no nome é uma contradição... devia se chamar &quot;bobalhão&quot;... o que salva seu podcast sao os convidados que ainda aceitam ir."
1,1,1,"tem video cara, só não mostraram nos jornais porque é algo pesado pra mostrar na “tv”"
1,1,1,Ou seja o bicho homem DESTRÓI TUDO!!! Fauna e flora 😡😡
1,1,1,"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=219"">3:39</a> kkkkkkkkkkkkk"
1,1,0,Quanta baboseira
1,1,1,Todo vídeo biólogo Henrique (e raro mais n quer dizer que n acontece )tem que procurar um professor kkk n guenta mais
1,1,0,"Exatamente, busquem conhecimento"
2,1,1,"Tratam o animal como um assassino que planejou e matou um humano .Parem de matar os alimentos naturais das onças, de matá-las traficá- las, de invadir seu HABITAD,  de colocar fogo na mata, que os animais nao matarão mais ninguém."
0,1,1,O termômetro é a fome
1,1,1,Descansa em pança igual o pai do kiko o federico engolido por uma baleia 🐳
1,1,1,"Tem, mas vai mostrar pra que??"
1,1,1,@@JoselitaSantosdeSantana eu entendi vc...eu tinha essa dúvida também! Mas realmente as câmeras do pesqueiro registraram o ataque! E tem um áudio de um Sobrinho do senhor que foi vitimado relatando o que ele viu nas Imagens! Se vc procurar vc consegue ouvir esse áudio...o Canal&quot; os indomaveis mostrou esse audio
1,1,1,vc deve estar louco. Só pode.
1,1,1,Você que é Phoda! 😂😂😂
1,1,1,"Onça atraída com peixe, tipo, as pessoas jogam peixes pra onça se aproximar e elas acabam se acostumando a estar por perto."
1,1,1,O termo correto é &quot;ceva&quot;
1,1,1,e se um macaco comer carne humana?
1,1,1,Depois  dizem que nós  somos  os maiores predadores  e  estamos no  topo  da  cadeia  alimentar. Não sei  como. Quem  foi o imbecil que  inventou isso?
0,1,1,Voseis. Não. Sabi. Di. Nada  osa. Comi. Quel. Qer. Coisa. Comi. Jeito. Sim. Comi. Tudo.
1,1,1,o jeito é morrer lutando
1,1,1,A culpa de tudo isso é do próprio ser humano o homem está invadindo Território que não pertence a eles
2,1,1,"Tiraram um animal da natureza por pura ignorância , a idiotice e maldade humana sempre à frente ...agiu pelo seu instinto natural pra se alimentar ,quer morar no habitat do bicho faz uma proteção adequada na casa !!!"
1,0,1,"Bem dito, o babaca cevava a onça. <br>Quando não tinha mais peixe para comer, adivinhe oque ela comeu?"
1,1,1,Fika x1 com ele isso QE nois que saber c vc guenta <br>Ou vai correr ou fika AE fala com ele ou ela nois conversa
1,1,1,Eu sei que acontece mas vc fika falando dos nossos gatinhos..
1,1,1,Tinha vários animais neh
1,1,1,Povos indígenas sempre teve aqui.
1,1,1,Povos indígenas já estavam aqui antes d vc nascer
1,1,1,Povos indígenas já estavam aqui e tem d vcs😮
1,1,1,Kkkkkkkkkkkk<br>Henrique defende a onça com todas as forças 😂😂😂
1,1,2,As duas melhores lendas vivas <br>Temos no nosso brasil <br>Parabéns aos dois
1,1,2,O Henrique dá um show de conhecimento a parte!<br>Top demais 👏👏👏👏👏
1,1,1,Isso mesmo 👏👏👏
1,1,1,onça vai la pra comer o resto dos peixe.
1,1,1,Tira esse biólogo Henrique Sena não sabe nada só teoria biólogo de Google esse Henrique
1,1,1,Não sei se o Vilela é burro ou se faz de burro
1,1,1,"Tem muito biólogo dizendo que onça NÃO ATACA seres humanos, o problema é não ter esse bom senso de dizer NÃO COSTUMA, quando quem pesquisa descobre que já houveram diversos ataques e inclusive predação."
1,1,1,"Gente chama o Serjão berranteiro o matador de onça ,com ele não tem talvez ,com ele as onças miam igual gato"
1,1,1,Biologo Henrique super simpático e muito inteligente. Da pra ver que ele é muito apaixonado pela biologia.
1,1,1,Sou de Marabá-PA
1,1,1,"E ainda assim só uma caso foi noticiado recentemente, pra não causar alarde 😢"
1,2,1,O seu Jorge morreu e ninguém fala da família dele  agora a onça é mais importante que a família do seu Jorge
1,1,1,"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=149"">2:29</a> Tipo os gatos que, antes de partir pro fight físico com o inimigo, fazem toda aquela postura arrepiados ficando “de lado” pra parecer maior do que é kkk"
1,1,1,A voz do cara e igual do Fernando Haddad
1,1,1,"Meu avô na infância perdeu um amiguinho comido por onça,  foi alimentar os porcos e a onça levou. Em Minas Gerais, zona da mata."
0,1,1,"Interessante que vc anda na mato não vê nada. Acha que nem existe onça, apesar de ouvir falar dela. Mas, no meio das brenhas, ela pisa macio, não faz barulho e fica a observá-lo, escondida! Um perigo!"
1,1,1,"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=431"">7:11</a> mataram a onça"
1,1,1,"O tal de Agro está exterminando nosso cerrado e florestas sem qualquer preocupação com os animais. Precisamos rever os processos de transformação da terra e usar métodos de agricultura regenerativa, preservando o habitat dos outros seres vivos."
0,1,1,"Nasci e vivi boa parte da vida na roça. O conceito era simples, a floresta é gigante e tem muito alimento para elas. Caso ocorresse de uma começar a vir comer, galinha, pato, cachorro e boi, elas eram exterminadas antes que colocasse as famílias em risco. Mais isso ocorria uma vez em cada geração. Se vc mantem a sua propriedade limpa dificilmente esses animais se aproximam. Essa coisa da população ficar normalizando animais ter mais valor que o ser humano é ridículo. Mais a opinião costuma mudar quando seu parente é atacado."
1,1,1,Acho q esse biologo henrique e uma onça so sabe fala mal do seres humano esse cara queria ser uma onça 😂😂😂
0,1,1,Se ela se alimentar com carne humano sim ela volta bicho e da natureza
1,1,1,"Amo os biológicos <a href=""http://www.youtube.com/results?search_query=%23henrique"">#Henrique</a>  e <a href=""http://www.youtube.com/results?search_query=%23richard"">#Richard</a> 🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤"
0,1,1,É muito engraçado ver esses biologos da cidade falando sobre onças... falam o contrário da realidade na selva... onças sao animais perigosíssimo e não tem medo de nada e atacam tudo que veem na selva...
1,1,1,"Não sei o porquê que o Vilela insiste em levar dois profissionais que falam sobre o mesmo tema. Fica óbvio que Richard tentava se sobressair ao outro. E no final pra quem está assistindo não fica legal e pouco aproveitável em conteúdo, já que o raciocínio do outro nunca é concluído."
1,1,1,"Interessante, por que o Biólogo tem o conhecimento teórico e o Rasmussen tem o conhecimento prático, de quem esteve em campo.<br>É igual ao engenheiro e o técnico."
1,1,1,"Será que ossos humanos nas fezes da onça aprendida, não seriam provas bastantes?"
1,1,1,Só acredito no Leandro Silveira
1,1,1,E também esse tal biólogo Henrique ficou só fazendo piadinhas no começo da entrevista!!
2,1,1,"Fatalidade! Chega !<br>O negativo do acontecido é q confirmou uma negativa de preservação!<br>Onça deve ser protegida sim, domesticada não!"
1,1,1,"Quem morreu foi o  biólogo Steve Irwin, conhecido como &quot;Caçador de Crocodilos&quot;, foi morto por uma arraia em 2006."
1,1,1,"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=443"">7:23</a> eu compartilho do mesmo pensamento.  No próprio vídeo dá pra ouvir eles falando dos tiros..."
1,1,2,"Duas feras juntas, que aula!!!"
1,1,1,O Henrique não deixa o Richard falar….
1,1,1,É verdade esses figurinhas parece que não conhecem Pit Bull que se bobear destrói uma pessoa em minutos.
1,1,1,"Meu vizinho foi m<a href=""http://www.youtube.com/results?search_query=%23rto"">#rto</a> e devorado pelo proprio cachorro dele. so fomos descobrir quando comecou a feder. o pitbul se alimentou com os restos mortais. sena horrivel que eu nunca mais consegui esquecer"
1,1,0,"Conversa mole quem mora no mato tem que andar com um facão afiado e uma espingarda, ou então não fique aí mude para a cidade, pois até esses ambientalistas que fazem programas, quando vão gravar em locais de animais selvagens levam armas, se liguem só morre quem é trouxa."
1,1,1,"@@wagnerlima-137wf Segura a inveja ai amigo, o sol brilha para todos."
1,1,1,Valeu @@gabrielnunes7407 vou procurar.. obrigado!! 👍🏻👍🏻
1,1,2,Sim verdade creio que mesmo se um falasse besteira o outro iria corigir de forma educada  da pra ver a maturidade e respeito um pelo outro !curto muuto so videos dos dois
1,1,1,"Sobre o blefe. Um dia eu tava andando a noite vi um cachorro grande e bati o pé fiz barulho, quando ele saiu da sombra era um Pitbull, quase caguei na roupa"
1,1,1,&quot;Biólogos&quot; Daldeia tem razáo...caçadores de lagartixas😂😂
2,1,1,"Não vale a vida de qual ser humano? Assassinos, pedófilos, estupradores, psicopatas, mentirosos, enganadores, ladroes….a onça é muito melhor que muito ser humano!!!!"
1,1,1,"Bem lembrado, um indio de verdade seria esclarecedor. Até hoje, não vi nenhum vídeo trazem um dele para falar do assunto."
1,2,1,"meus sentimentos e respeito à familia dosr.Jorge,estamos vivendo em um tempo em quê os animais têm mais valor do que o ser humano, jesus está voltando!"
1,1,1,"Pode ter sido ,porém os dois tem conhecimentos praticamente iguais,Richard mais conhecido pelos programas na TV"
2,1,1,"O cara falando que o ser humano perde em tudo contra os animais, porra o ser humano tá acabando com o mundo, nós temos o melhor de todos as coisas que os animais tem , uns tem pressas, uns veneno, nós temos inteligência e dominamos tudo , somos os predadores alfa , cada um usando a arma que Deus ou a natureza deu fala que os humanos só estão acima na cadeia alimentar pois usam armas e mesmo que dizer que o leão não pode usar as armas que a natureza deu , animais nós pedram, mais nós matamos todos , aí vem um cara e fala que uma onça vê um ser humano como presa , se não existisse leis no Brasil o idiotas dos humanos já teriam acabado com eles por diversão"
1,1,1,"Uma vez era criança tinha uns 6 7 anos o cachorro do vizinho grandão veio para cima de mim eu lembrei Se correr o bicho pega ,então parei, encarei ele ,abrir os braços, e comecei a gritar o mais alto que eu podia ele correu de mim😂😂"
1,1,1,Mas tiveram muitos sumiços de pessoas.. que ninguém falou que foram as onças que comeram pq ninguém viu...más só encontraram as carcaças lamentavelmente do corpo.. daqui de São Paulo ouvi essas histórias
1,1,1,Richard deu show .
1,1,1,"Moro dentro e da Amazônia  e posso afirmar com TODA propriedade  que as Onças matam seres humanos, comem só uma parte e joga o resto fora."
1,1,0,Não da pra tanka todo esse bla bla bla evolucionista
0,1,1,"Moro no sítio, e a única maneira de se salvar é no peteco peteco. Não tem outra"
1,1,1,"Essa pergunta de onça que come carne foi mal formulada. Até um cachorro caramelo come carne humana e comerá sempre que der para ele. Corte um pedaço de carne de uma pessoa e jogue para o seu cachorro, ele vai comer na hora, ele não vai diferenciar o pedaço de uma carne de pessoa para o pedaço de uma carne de boi. É claro que tem cheiro diferente, ainda mais para os cães, mas já houve casos em que o dono dos cachorros morreu em casa e os cachorros dele ficaram famintos e se alimentaram do cadáver do dono. Só pesquisar no Google."
